编号,名称,描述,法力,力道,身法,元气,生命,物攻,魔攻,物防,魔防,霸道,会心,卸力,化解,力道%,身法%,元气%
32062070,碎尸帽,生命 11954·物防 329·魔防 205·生命 2689,0,0,0,0,14643,0,0,329,205,0,0,0,0,0,0,0
32062080,阿含帽,生命 13928·物防 421·魔防 276·生命 3133,0,0,0,0,17061,0,0,421,276,0,0,0,0,0,0,0
32062090,玄光帽,生命 16720·物防 516·魔防 342·生命 3762,0,0,0,0,20482,0,0,516,342,0,0,0,0,0,0,0
32062100,乾坤帽,生命 19646·物防 616·魔防 413·生命 4420,0,0,0,0,24066,0,0,616,413,0,0,0,0,0,0,0
32063050,天火袍,物防 393·力道 198·生命 2513·生命 1884,0,198,0,0,4397,0,0,393,0,0,0,0,0,0,0,0
32063060,地藏袍,物防 546·力道 288·生命 3557·生命 2668,0,288,0,0,6225,0,0,546,0,0,0,0,0,0,0,0
32063070,碎尸袍,物防 725·力道 395·生命 4781·生命 3586,0,395,0,0,8367,0,0,725,0,0,0,0,0,0,0,0
32063080,阿含袍,物防 926·力道 403·生命 5571·生命 4178,0,403,0,0,9749,0,0,926,0,0,0,0,0,0,0,0
32063090,玄光袍,物防 1135·力道 464·生命 6688·生命 5016,0,464,0,0,11704,0,0,1135,0,0,0,0,0,0,0,0
32063100,乾坤袍,物防 1356·力道 526·生命 7858·生命 5893,0,526,0,0,13751,0,0,1356,0,0,0,0,0,0,0,0
32064050,天火靴,身法 393·魔防 140·生命 2513·力道 119,0,119,393,0,2513,0,0,0,140,0,0,0,0,0,0,0
32064060,地藏靴,身法 569·魔防 194·生命 3557·力道 172,0,172,569,0,3557,0,0,0,194,0,0,0,0,0,0,0
32064070,碎尸靴,身法 783·魔防 257·生命 4781·力道 237,0,237,783,0,4781,0,0,0,257,0,0,0,0,0,0,0
32064080,阿含靴,身法 799·魔防 345·生命 5571·力道 242,0,242,799,0,5571,0,0,0,345,0,0,0,0,0,0,0
32064090,玄光靴,身法 919·魔防 428·生命 6688·力道 278,0,278,919,0,6688,0,0,0,428,0,0,0,0,0,0,0
32064100,乾坤靴,身法 1041·魔防 516·生命 7858·力道 315,0,315,1041,0,7858,0,0,0,516,0,0,0,0,0,0,0
32065050,天火腰带,力道 318·生命 4712·物防 143·身法 107,0,318,107,0,4712,0,0,143,0,0,0,0,0,0,0,0
32065060,地藏腰带,力道 460·生命 6670·物防 198·身法 155,0,460,155,0,6670,0,0,198,0,0,0,0,0,0,0,0
32065070,碎尸腰带,力道 633·生命 8965·物防 263·身法 213,0,633,213,0,8965,0,0,263,0,0,0,0,0,0,0,0
32065080,阿含腰带,力道 645·生命 10446·物防 337·身法 218,0,645,218,0,10446,0,0,337,0,0,0,0,0,0,0,0
32065090,玄光腰带,力道 743·生命 12540·物防 413·身法 250,0,743,250,0,12540,0,0,413,0,0,0,0,0,0,0,0
32065100,乾坤腰带,力道 842·生命 14734·物防 493·身法 284,0,842,284,0,14734,0,0,493,0,0,0,0,0,0,0,0
32066050,天火裤子,魔防 308·身法 214·生命 2199·物攻 185,0,0,214,0,2199,185,0,0,308,0,0,0,0,0,0,0
32066060,地藏裤子,魔防 426·身法 310·生命 3113·物攻 238,0,0,310,0,3113,238,0,0,426,0,0,0,0,0,0,0
32066070,碎尸裤子,魔防 565·身法 427·生命 4184·物攻 290,0,0,427,0,4184,290,0,0,565,0,0,0,0,0,0,0
32066080,阿含裤子,魔防 760·身法 436·生命 4874·物攻 315,0,0,436,0,4874,315,0,0,760,0,0,0,0,0,0,0
32066090,玄光裤子,魔防 942·身法 501·生命 5852·物攻 373,0,0,501,0,5852,373,0,0,942,0,0,0,0,0,0,0
32066100,乾坤裤子,魔防 1135·身法 568·生命 6876·物攻 446,0,0,568,0,6876,446,0,0,1135,0,0,0,0,0,0,0
32067050,天火项链,元气 262·物攻 308·生命 3455·生命 1570,0,0,0,262,5025,308,0,0,0,0,0,0,0,0,0,0
32067060,地藏项链,元气 379·物攻 396·生命 4891·生命 2223,0,0,0,379,7114,396,0,0,0,0,0,0,0,0,0,0
32067070,碎尸项链,元气 521·物攻 483·生命 6574·生命 2988,0,0,0,521,9562,483,0,0,0,0,0,0,0,0,0,0
32067080,阿含项链,元气 532·物攻 525·生命 7660·生命 3482,0,0,0,532,11142,525,0,0,0,0,0,0,0,0,0,0
32067090,玄光项链,元气 612·物攻 622·生命 9196·生命 4180,0,0,0,612,13376,622,0,0,0,0,0,0,0,0,0,0
32067100,乾坤项链,元气 694·物攻 743·生命 10805·生命 4911,0,0,0,694,15716,743,0,0,0,0,0,0,0,0,0,0
32068050,天火戒指,会心 5·元气 95·生命 3141·生命 1727,0,0,0,95,4868,0,0,0,0,0,5,0,0,0,0,0
32068060,地藏戒指,会心 8·元气 138·生命 4447·生命 2445,0,0,0,138,6892,0,0,0,0,0,8,0,0,0,0,0
32068070,碎尸戒指,会心 12·元气 189·生命 5977·生命 3287,0,0,0,189,9264,0,0,0,0,0,12,0,0,0,0,0
32068080,阿含戒指,会心 12·元气 193·生命 6964·生命 3830,0,0,0,193,10794,0,0,0,0,0,12,0,0,0,0,0
32068090,玄光戒指,会心 12·元气 222·生命 8360·生命 4598,0,0,0,222,12958,0,0,0,0,0,12,0,0,0,0,0
32068100,乾坤戒指,会心 12·元气 252·生命 9823·生命 5402,0,0,0,252,15225,0,0,0,0,0,12,0,0,0,0,0
32071080,无想刀,物攻 1269·身法 300·力道 333·霸道 38·力道 10%,0,333,300,0,0,1269,0,0,0,38,0,0,0,100,0,0
32071090,飘雪刀,物攻 1529·身法 377·力道 419·霸道 56·力道 10%,0,419,377,0,0,1529,0,0,0,56,0,0,0,100,0,0
32071100,玄阴刀,物攻 1868·身法 463·力道 514·霸道 78·力道 10%,0,514,463,0,0,1868,0,0,0,78,0,0,0,100,0,0
32072080,无想帽,生命 16979·物防 508·魔防 332·生命 3820·身法 225,0,0,225,0,20799,0,0,508,332,0,0,0,0,0,0,0
32072090,飘雪帽,生命 21342·物防 635·魔防 414·生命 4802·身法 282,0,0,282,0,26144,0,0,635,414,0,0,0,0,0,0,0
32072100,玄阴帽,生命 26194·物防 776·魔防 506·生命 5893·身法 347,0,0,347,0,32087,0,0,776,506,0,0,0,0,0,0,0
32073080,无想袍,物防 1118·力道 417·生命 6791·生命 5093·身法 10%,0,417,0,0,11884,0,0,1118,0,0,0,0,0,0,100,0
32073090,飘雪袍,物防 1397·力道 524·生命 8536·生命 6402·身法 10%,0,524,0,0,14938,0,0,1397,0,0,0,0,0,0,100,0
32073100,玄阴袍,物防 1707·力道 643·生命 10477·生命 7858·身法 10%,0,643,0,0,18335,0,0,1707,0,0,0,0,0,0,100,0
32074080,无想靴,身法 750·魔防 415·生命 6791·力道 250·力道 10%,0,250,750,0,6791,0,0,0,415,0,0,0,0,100,0,0
32074090,飘雪靴,身法 943·魔防 517·生命 8536·力道 314·力道 10%,0,314,943,0,8536,0,0,0,517,0,0,0,0,100,0,0
32074100,玄阴靴,身法 1157·魔防 632·生命 10477·力道 385·力道 10%,0,385,1157,0,10477,0,0,0,632,0,0,0,0,100,0,0
32075080,无想腰带,力道 667·生命 12734·物防 406·物攻 380·身法 10%,0,667,0,0,12734,380,0,406,0,0,0,0,0,0,100,0
32075090,飘雪腰带,力道 838·生命 16006·物防 508·物攻 458·身法 10%,0,838,0,0,16006,458,0,508,0,0,0,0,0,0,100,0
32075100,玄阴腰带,力道 1029·生命 19645·物防 620·物攻 560·身法 10%,0,1029,0,0,19645,560,0,620,0,0,0,0,0,0,100,0
32076080,无想裤子,魔防 913·身法 225·生命 5942·物攻 380·元气 200,0,0,225,200,5942,380,0,0,913,0,0,0,0,0,0,0
32076090,飘雪裤子,魔防 1139·身法 282·生命 7469·物攻 458·元气 251,0,0,282,251,7469,458,0,0,1139,0,0,0,0,0,0,0
32076100,玄阴裤子,魔防 1391·身法 347·生命 9168·物攻 560·元气 308,0,0,347,308,9168,560,0,0,1391,0,0,0,0,0,0,0
32077080,无想项链,元气 500·物攻 507·生命 9338·生命 4244·元气 10%,0,0,0,500,13582,507,0,0,0,0,0,0,0,0,0,100
32077090,飘雪项链,元气 628·物攻 611·生命 11738·生命 5335·元气 10%,0,0,0,628,17073,611,0,0,0,0,0,0,0,0,0,100
32077100,玄阴项链,元气 771·物攻 747·生命 14406·生命 6548·元气 10%,0,0,0,771,20954,747,0,0,0,0,0,0,0,0,0,100
32078080,无想戒指,会心 17·元气 300·生命 8489·生命 4669·元气 10%,0,0,0,300,13158,0,0,0,0,0,17,0,0,0,0,100
32078090,飘雪戒指,会心 25·元气 377·生命 10671·生命 5869·元气 10%,0,0,0,377,16540,0,0,0,0,0,25,0,0,0,0,100
32078100,玄阴戒指,会心 33·元气 462·生命 13097·生命 7203·元气 10%,0,0,0,462,20300,0,0,0,0,0,33,0,0,0,0,100
33031001,邪影剑,物攻 32,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
33031010,雷风剑,物攻 67,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0
33031020,双重剑,物攻 123,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0
33031030,风沙剑,物攻 235,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0
33031040,三清剑,物攻 387,0,0,0,0,0,387,0,0,0,0,0,0,0,0,0,0
33032001,邪影帽,生命 434,0,0,0,0,434,0,0,0,0,0,0,0,0,0,0,0
33032010,雷风帽,生命 2084,0,0,0,0,2084,0,0,0,0,0,0,0,0,0,0,0
33032020,双重帽,生命 4215,0,0,0,0,4215,0,0,0,0,0,0,0,0,0,0,0
33032030,风沙帽,生命 7704,0,0,0,0,7704,0,0,0,0,0,0,0,0,0,0,0
33032040,三清帽,生命 13083,0,0,0,0,13083,0,0,0,0,0,0,0,0,0,0,0
33033001,邪影袍,物防 29,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0
33033010,雷风袍,物防 60,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0
33033020,双重袍,物防 115,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0
33033030,风沙袍,物防 221,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0
33033040,三清袍,物防 363,0,0,0,0,0,0,0,363,0,0,0,0,0,0,0,0
33034001,邪影鞋,身法 7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
33034010,雷风鞋,身法 27,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0
33034020,双重鞋,身法 49,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0
33034030,风沙鞋,身法 115,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0
33034040,三清鞋,身法 207,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0
33035001,邪影腰带,魔防 29,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0
33035010,雷风腰带,魔防 60,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0
33035020,双重腰带,魔防 115,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0
33035030,风沙腰带,魔防 221,0,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0
33035040,三清腰带,魔防 363,0,0,0,0,0,0,0,0,363,0,0,0,0,0,0,0
33036001,邪影裤子,力道 6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33036010,雷风裤子,力道 21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33036020,双重裤子,力道 39,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33036030,风沙裤子,力道 92,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33036040,三清裤子,力道 166,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33037001,邪影项链,元气 5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
33037010,雷风项链,元气 19,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
33037020,双重项链,元气 35,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0
33037030,风沙项链,元气 80,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0
33037040,三清项链,元气 144,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0
33038001,邪影戒指,魔攻 32,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
33038010,雷风戒指,魔攻 68,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0
33038020,双重戒指,魔攻 125,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0
33038030,风沙戒指,魔攻 239,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0
33038040,三清戒指,魔攻 395,0,0,0,0,0,0,395,0,0,0,0,0,0,0,0,0
33041010,千山剑,物攻 51·魔攻 22,0,0,0,0,0,51,22,0,0,0,0,0,0,0,0,0
33041020,水镜剑,物攻 105·魔攻 46,0,0,0,0,0,105,46,0,0,0,0,0,0,0,0,0
33041030,月读剑,物攻 198·魔攻 88,0,0,0,0,0,198,88,0,0,0,0,0,0,0,0,0
33041040,铁翼剑,物攻 326·魔攻 144,0,0,0,0,0,326,144,0,0,0,0,0,0,0,0,0
33041050,太乙剑,物攻 451·魔攻 198,0,0,0,0,0,451,198,0,0,0,0,0,0,0,0,0
33041060,紫雷剑,物攻 566·魔攻 247,0,0,0,0,0,566,247,0,0,0,0,0,0,0,0,0
33041070,断龙剑,物攻 755·魔攻 330,0,0,0,0,0,755,330,0,0,0,0,0,0,0,0,0
33042010,千山帽,生命 1684·物防 18,0,0,0,0,1684,0,0,18,0,0,0,0,0,0,0,0
33042020,水镜帽,生命 3856·物防 41,0,0,0,0,3856,0,0,41,0,0,0,0,0,0,0,0
33042030,月读帽,生命 6991·物防 77,0,0,0,0,6991,0,0,77,0,0,0,0,0,0,0,0
33042040,铁翼帽,生命 11870·物防 126,0,0,0,0,11870,0,0,126,0,0,0,0,0,0,0,0
33042050,太乙帽,生命 15139·物防 178,0,0,0,0,15139,0,0,178,0,0,0,0,0,0,0,0
33042060,紫雷帽,生命 18587·物防 227,0,0,0,0,18587,0,0,227,0,0,0,0,0,0,0,0
33042070,断龙帽,生命 24982·物防 303,0,0,0,0,24982,0,0,303,0,0,0,0,0,0,0,0
33043010,千山袍,物防 44·力道 9,0,9,0,0,0,0,0,44,0,0,0,0,0,0,0,0
33043020,水镜袍,物防 95·力道 20,0,20,0,0,0,0,0,95,0,0,0,0,0,0,0,0
33043030,月读袍,物防 181·力道 44,0,44,0,0,0,0,0,181,0,0,0,0,0,0,0,0
33043040,铁翼袍,物防 296·力道 78,0,78,0,0,0,0,0,296,0,0,0,0,0,0,0,0
33043050,太乙袍,物防 416·力道 102,0,102,0,0,0,0,0,416,0,0,0,0,0,0,0,0
33043060,紫雷袍,物防 530·力道 119,0,119,0,0,0,0,0,530,0,0,0,0,0,0,0,0
33043070,断龙袍,物防 707·力道 168,0,168,0,0,0,0,0,707,0,0,0,0,0,0,0,0
33044010,千山鞋,身法 27·魔防 18,0,0,27,0,0,0,0,0,18,0,0,0,0,0,0,0
33044020,水镜鞋,身法 58·魔防 41,0,0,58,0,0,0,0,0,41,0,0,0,0,0,0,0
33044030,月读鞋,身法 130·魔防 77,0,0,130,0,0,0,0,0,77,0,0,0,0,0,0,0
33044040,铁翼鞋,身法 229·魔防 126,0,0,229,0,0,0,0,0,126,0,0,0,0,0,0,0
33044050,太乙鞋,身法 297·魔防 178,0,0,297,0,0,0,0,0,178,0,0,0,0,0,0,0
33044060,紫雷鞋,身法 348·魔防 227,0,0,348,0,0,0,0,0,227,0,0,0,0,0,0,0
33044070,断龙鞋,身法 492·魔防 303,0,0,492,0,0,0,0,0,303,0,0,0,0,0,0,0
33045010,千山腰带,力道 21·生命 721,0,21,0,0,721,0,0,0,0,0,0,0,0,0,0,0
33045020,水镜腰带,力道 46·生命 1652,0,46,0,0,1652,0,0,0,0,0,0,0,0,0,0,0
33045030,月读腰带,力道 104·生命 2996,0,104,0,0,2996,0,0,0,0,0,0,0,0,0,0,0
33045040,铁翼腰带,力道 184·生命 5087,0,184,0,0,5087,0,0,0,0,0,0,0,0,0,0,0
33045050,太乙腰带,力道 238·生命 6488,0,238,0,0,6488,0,0,0,0,0,0,0,0,0,0,0
33045060,紫雷腰带,力道 278·生命 7966,0,278,0,0,7966,0,0,0,0,0,0,0,0,0,0,0
33045070,断龙腰带,力道 394·生命 10706,0,394,0,0,10706,0,0,0,0,0,0,0,0,0,0,0
33046010,千山裤子,魔防 44·身法 11,0,0,11,0,0,0,0,0,44,0,0,0,0,0,0,0
33046020,水镜裤子,魔防 95·身法 24,0,0,24,0,0,0,0,0,95,0,0,0,0,0,0,0
33046030,月读裤子,魔防 181·身法 55,0,0,55,0,0,0,0,0,181,0,0,0,0,0,0,0
33046040,铁翼裤子,魔防 296·身法 98,0,0,98,0,0,0,0,0,296,0,0,0,0,0,0,0
33046050,太乙裤子,魔防 416·身法 127,0,0,127,0,0,0,0,0,416,0,0,0,0,0,0,0
33046060,紫雷裤子,魔防 530·身法 149,0,0,149,0,0,0,0,0,530,0,0,0,0,0,0,0
33046070,断龙裤子,魔防 707·身法 211,0,0,211,0,0,0,0,0,707,0,0,0,0,0,0,0
33047010,千山项链,元气 18·物攻 21,0,0,0,18,0,21,0,0,0,0,0,0,0,0,0,0
33047020,水镜项链,元气 41·物攻 45,0,0,0,41,0,45,0,0,0,0,0,0,0,0,0,0
33047030,月读项链,元气 91·物攻 85,0,0,0,91,0,85,0,0,0,0,0,0,0,0,0,0
33047040,铁翼项链,元气 160·物攻 139,0,0,0,160,0,139,0,0,0,0,0,0,0,0,0,0
33047050,太乙项链,元气 208·物攻 193,0,0,0,208,0,193,0,0,0,0,0,0,0,0,0,0
33047060,紫雷项链,元气 243·物攻 242,0,0,0,243,0,242,0,0,0,0,0,0,0,0,0,0
33047070,断龙项链,元气 344·物攻 323,0,0,0,344,0,323,0,0,0,0,0,0,0,0,0,0
33048010,千山戒指,魔攻 53·元气 8,0,0,0,8,0,0,53,0,0,0,0,0,0,0,0,0
33048020,水镜戒指,魔攻 107·元气 17,0,0,0,17,0,0,107,0,0,0,0,0,0,0,0,0
33048030,月读戒指,魔攻 205·元气 39,0,0,0,39,0,0,205,0,0,0,0,0,0,0,0,0
33048040,铁翼戒指,魔攻 337·元气 68,0,0,0,68,0,0,337,0,0,0,0,0,0,0,0,0
33048050,太乙戒指,魔攻 463·元气 89,0,0,0,89,0,0,463,0,0,0,0,0,0,0,0,0
33048060,紫雷戒指,魔攻 577·元气 104,0,0,0,104,0,0,577,0,0,0,0,0,0,0,0,0
33048070,断龙戒指,魔攻 770·元气 147,0,0,0,147,0,0,770,0,0,0,0,0,0,0,0,0
33051020,飞星剑,物攻 84·魔攻 53·身法 27,0,0,27,0,0,84,53,0,0,0,0,0,0,0,0,0
33051030,冷蛇剑,物攻 156·魔攻 99·身法 58,0,0,58,0,0,156,99,0,0,0,0,0,0,0,0,0
33051040,苍狼剑,物攻 253·魔攻 161·身法 102,0,0,102,0,0,253,161,0,0,0,0,0,0,0,0,0
33051050,风魔剑,物攻 365·魔攻 228·身法 122,0,0,122,0,0,365,228,0,0,0,0,0,0,0,0,0
33051060,逆练剑,物攻 499·魔攻 310·身法 165,0,0,165,0,0,499,310,0,0,0,0,0,0,0,0,0
33051070,九宫剑,物攻 647·魔攻 401·身法 211,0,0,211,0,0,647,401,0,0,0,0,0,0,0,0,0
33051080,迦蓝剑,物攻 805·魔攻 497·身法 250,0,0,250,0,0,805,497,0,0,0,0,0,0,0,0,0
33051090,皇极剑,物攻 966·魔攻 595·身法 285,0,0,285,0,0,966,595,0,0,0,0,0,0,0,0,0
33051100,蚀日剑,物攻 1126·魔攻 691·身法 315,0,0,315,0,0,1126,691,0,0,0,0,0,0,0,0,0
33052020,飞星帽,生命 2109·物防 42·魔攻 35,0,0,0,0,2109,0,35,42,0,0,0,0,0,0,0,0
33052030,冷蛇帽,生命 3764·物防 78·魔攻 66,0,0,0,0,3764,0,66,78,0,0,0,0,0,0,0,0
33052040,苍狼帽,生命 6391·物防 126·魔攻 107,0,0,0,0,6391,0,107,126,0,0,0,0,0,0,0,0
33052050,风魔帽,生命 7940·物防 193·魔攻 152,0,0,0,0,7940,0,152,193,0,0,0,0,0,0,0,0
33052060,逆练帽,生命 10774·物防 267·魔攻 207,0,0,0,0,10774,0,207,267,0,0,0,0,0,0,0,0
33052070,九宫帽,生命 13809·物防 350·魔攻 267,0,0,0,0,13809,0,267,350,0,0,0,0,0,0,0,0
33052080,迦蓝帽,生命 16941·物防 440·魔攻 331,0,0,0,0,16941,0,331,440,0,0,0,0,0,0,0,0
33052090,皇极帽,生命 20066·物防 534·魔攻 397,0,0,0,0,20066,0,397,534,0,0,0,0,0,0,0,0
33052100,蚀日帽,生命 23038·物防 627·魔攻 461,0,0,0,0,23038,0,461,627,0,0,0,0,0,0,0,0
33053020,飞星袍,物防 100·力道 32·生命 843,0,32,0,0,843,0,0,100,0,0,0,0,0,0,0,0
33053030,冷蛇袍,物防 184·力道 70·生命 1505,0,70,0,0,1505,0,0,184,0,0,0,0,0,0,0,0
33053040,苍狼袍,物防 295·力道 122·生命 2556,0,122,0,0,2556,0,0,295,0,0,0,0,0,0,0,0
33053050,风魔袍,物防 452·力道 146·生命 3176,0,146,0,0,3176,0,0,452,0,0,0,0,0,0,0,0
33053060,逆练袍,物防 623·力道 197·生命 4309,0,197,0,0,4309,0,0,623,0,0,0,0,0,0,0,0
33053070,九宫袍,物防 818·力道 253·生命 5523,0,253,0,0,5523,0,0,818,0,0,0,0,0,0,0,0
33053080,迦蓝袍,物防 1028·力道 300·生命 6776,0,300,0,0,6776,0,0,1028,0,0,0,0,0,0,0,0
33053090,皇极袍,物防 1246·力道 342·生命 8026,0,342,0,0,8026,0,0,1246,0,0,0,0,0,0,0,0
33053100,蚀日袍,物防 1464·力道 378·生命 9215,0,378,0,0,9215,0,0,1464,0,0,0,0,0,0,0,0
33054020,飞星鞋,身法 68·魔防 42·生命 562,0,0,68,0,562,0,0,0,42,0,0,0,0,0,0,0
33054030,冷蛇鞋,身法 147·魔防 78·生命 1003,0,0,147,0,1003,0,0,0,78,0,0,0,0,0,0,0
33054040,苍狼鞋,身法 255·魔防 126·生命 1704,0,0,255,0,1704,0,0,0,126,0,0,0,0,0,0,0
33054050,风魔鞋,身法 305·魔防 193·生命 2117,0,0,305,0,2117,0,0,0,193,0,0,0,0,0,0,0
33054060,逆练鞋,身法 412·魔防 267·生命 2873,0,0,412,0,2873,0,0,0,267,0,0,0,0,0,0,0
33054070,九宫鞋,身法 527·魔防 350·生命 3682,0,0,527,0,3682,0,0,0,350,0,0,0,0,0,0,0
33054080,迦蓝鞋,身法 625·魔防 440·生命 4517,0,0,625,0,4517,0,0,0,440,0,0,0,0,0,0,0
33054090,皇极鞋,身法 714·魔防 534·生命 5350,0,0,714,0,5350,0,0,0,534,0,0,0,0,0,0,0
33054100,蚀日鞋,身法 789·魔防 627·生命 6143,0,0,789,0,6143,0,0,0,627,0,0,0,0,0,0,0
33055020,飞星腰带,力道 76·生命 1406·物攻 33,0,76,0,0,1406,33,0,0,0,0,0,0,0,0,0,0
33055030,冷蛇腰带,力道 164·生命 2509·物攻 62,0,164,0,0,2509,62,0,0,0,0,0,0,0,0,0,0
33055040,苍狼腰带,力道 286·生命 4261·物攻 101,0,286,0,0,4261,101,0,0,0,0,0,0,0,0,0,0
33055050,风魔腰带,力道 341·生命 5293·物攻 146,0,341,0,0,5293,146,0,0,0,0,0,0,0,0,0,0
33055060,逆练腰带,力道 461·生命 7183·物攻 199,0,461,0,0,7183,199,0,0,0,0,0,0,0,0,0,0
33055070,九宫腰带,力道 590·生命 9206·物攻 258,0,590,0,0,9206,258,0,0,0,0,0,0,0,0,0,0
33055080,迦蓝腰带,力道 700·生命 11294·物攻 322,0,700,0,0,11294,322,0,0,0,0,0,0,0,0,0,0
33055090,皇极腰带,力道 800·生命 13377·物攻 386,0,800,0,0,13377,386,0,0,0,0,0,0,0,0,0,0
33055100,蚀日腰带,力道 884·生命 15359·物攻 450,0,884,0,0,15359,450,0,0,0,0,0,0,0,0,0,0
33056020,飞星裤子,魔防 100·身法 40·生命 773,0,0,40,0,773,0,0,0,100,0,0,0,0,0,0,0
33056030,冷蛇裤子,魔防 184·身法 88·生命 1380,0,0,88,0,1380,0,0,0,184,0,0,0,0,0,0,0
33056040,苍狼裤子,魔防 295·身法 153·生命 2343,0,0,153,0,2343,0,0,0,295,0,0,0,0,0,0,0
33056050,风魔裤子,魔防 452·身法 183·生命 2911,0,0,183,0,2911,0,0,0,452,0,0,0,0,0,0,0
33056060,逆练裤子,魔防 623·身法 247·生命 3950,0,0,247,0,3950,0,0,0,623,0,0,0,0,0,0,0
33056070,九宫裤子,魔防 818·身法 316·生命 5063,0,0,316,0,5063,0,0,0,818,0,0,0,0,0,0,0
33056080,迦蓝裤子,魔防 1028·身法 375·生命 6211,0,0,375,0,6211,0,0,0,1028,0,0,0,0,0,0,0
33056090,皇极裤子,魔防 1246·身法 428·生命 7357,0,0,428,0,7357,0,0,0,1246,0,0,0,0,0,0,0
33056100,蚀日裤子,魔防 1464·身法 473·生命 8447,0,0,473,0,8447,0,0,0,1464,0,0,0,0,0,0,0
33057020,飞星项链,元气 67·物攻 50·生命 632,0,0,0,67,632,50,0,0,0,0,0,0,0,0,0,0
33057030,冷蛇项链,元气 143·物攻 93·生命 1129,0,0,0,143,1129,93,0,0,0,0,0,0,0,0,0,0
33057040,苍狼项链,元气 249·物攻 152·生命 1917,0,0,0,249,1917,152,0,0,0,0,0,0,0,0,0,0
33057050,风魔项链,元气 298·物攻 219·生命 2382,0,0,0,298,2382,219,0,0,0,0,0,0,0,0,0,0
33057060,逆练项链,元气 403·物攻 299·生命 3232,0,0,0,403,3232,299,0,0,0,0,0,0,0,0,0,0
33057070,九宫项链,元气 516·物攻 388·生命 4142,0,0,0,516,4142,388,0,0,0,0,0,0,0,0,0,0
33057080,迦蓝项链,元气 612·物攻 483·生命 5082,0,0,0,612,5082,483,0,0,0,0,0,0,0,0,0,0
33057090,皇极项链,元气 700·物攻 579·生命 6019,0,0,0,700,6019,579,0,0,0,0,0,0,0,0,0,0
33057100,蚀日项链,元气 773·物攻 675·生命 6911,0,0,0,773,6911,675,0,0,0,0,0,0,0,0,0,0
33058020,飞星戒指,魔攻 88·元气 28·生命 703,0,0,0,28,703,0,88,0,0,0,0,0,0,0,0,0
33058030,冷蛇戒指,魔攻 165·元气 61·生命 1254,0,0,0,61,1254,0,165,0,0,0,0,0,0,0,0,0
33058040,苍狼戒指,魔攻 268·元气 107·生命 2130,0,0,0,107,2130,0,268,0,0,0,0,0,0,0,0,0
33058050,风魔戒指,魔攻 380·元气 128·生命 2646,0,0,0,128,2646,0,380,0,0,0,0,0,0,0,0,0
33058060,逆练戒指,魔攻 517·元气 173·生命 3591,0,0,0,173,3591,0,517,0,0,0,0,0,0,0,0,0
33058070,九宫戒指,魔攻 668·元气 221·生命 4603,0,0,0,221,4603,0,668,0,0,0,0,0,0,0,0,0
33058080,迦蓝戒指,魔攻 829·元气 262·生命 5647,0,0,0,262,5647,0,829,0,0,0,0,0,0,0,0,0
33058090,皇极戒指,魔攻 992·元气 300·生命 6688,0,0,0,300,6688,0,992,0,0,0,0,0,0,0,0,0
33058100,蚀日戒指,魔攻 1153·元气 331·生命 7679,0,0,0,331,7679,0,1153,0,0,0,0,0,0,0,0,0
33061050,天武剑,物攻 413·魔攻 239·身法 159·卸力 9,0,0,159,0,0,413,239,0,0,0,0,9,0,0,0,0
33061060,血焰剑,物攻 573·魔攻 332·身法 230·卸力 12,0,0,230,0,0,573,332,0,0,0,0,12,0,0,0,0
